link_ID;weight
4377906289869500514;8.55
4377906284594800514;111.15
4377906289425800514;29.1
4377906284525800514;125.85000000000001
4377906284422600514;33.0
4377906282532600514;13.05
4377906281741600514;44.550000000000004
4377906288593600514;37.2
4377906284514600514;26.55
4377906284959500514;9.9
4377906287169500514;32.4
4377906282969500514;28.200000000000003
3377906283328510514;27.0
4377906283815800514;10000.0
4377906282815800514;19.35
4377906285041600514;18.0
4377906282141600514;33.6
4377906282541600514;162.0
4377906283422600514;11.4
4377906288893600514;63.75
4377906282763800514;31.8
3377906287674510514;26.400000000000002
3377906287934510514;15.75
9377906285615510514;2.7
9377906283125510514;48.6
4377906280815800514;115.2
4377906280784800514;114.30000000000001
9377906285566510514;64.35000000000001
9377906283776510514;31.950000000000003
4377906281763800514;15.600000000000001
4377906289863800514;46.800000000000004
4377906285343600514;43.800000000000004
4377906284653600514;19.05
4377906287063800514;44.550000000000004
4377906287869500514;38.400000000000006
4377906286041600514;16.2
4377906288041600514;54.0
4377906281141600514;53.550000000000004
4377906289141600514;15.75
3377906284395510514;25.8
4377906283759500514;22.5
4377906283959500514;39.6
3377906286918510514;20.400000000000002
3377906284028510514;91.35000000000001
3377906288228510514;15.600000000000001
4377906280334600514;26.700000000000003
4377906285681600514;13.5
4377906281784800514;37.35
4377906288425800514;45.0
4377906280763800514;51.6
4377906280863800514;42.0
4377906287863800514;10.950000000000001
3377906281774510514;9.600000000000001
4377906288738500514;22.5
4377906280329500514;102.0
4377906285525800514;25.8
4377906286525800514;13.200000000000001
4377906280241600514;57.6
4377906281241600514;39.0
4377906280344800514;8.55
4377906288234600514;54.0
4377906285334600514;45.0
4377906289063800514;56.7
4377906287663800514;54.6
4377906289663800514;31.8
3377906289228510514;19.200000000000003
4377906286169500514;28.35
4377906282769500514;34.2
4377906288869500514;64.5
4377906280969500514;13.8
4377906282759500514;23.400000000000002
4377906285759500514;61.650000000000006
4377906281959500514;9.0
4377906287959500514;52.650000000000006
3377906289434510514;4.800000000000001
4377906287425800514;69.0
4377906289525800514;8.55
4377906280141600514;25.650000000000002
4377906286141600514;7.2
4377906280234600514;4.5
4377906288959500514;29.25
4377906283769500514;9.0
3377906280028510514;7.2
3377906285934510514;20.700000000000003
3377906289044510514;21.6
9377906284555510514;8.4
9377906286566510514;63.900000000000006
9377906289175510514;13.05
4377906287194800514;56.7
9377906282776510514;4.05
4377906281041600514;35.4
4377906285141600514;9.0
3377906282418510514;15.75
3377906282328510514;16.2
9377906281555510514;22.8
9377906288175510514;29.700000000000003
4377906282653600514;39.0
4377906280913600514;17.1
4377906287243600514;22.8
4377906289243600514;6.300000000000001
4377906283141600514;18.6
4377906287141600514;20.700000000000003
4377906285032600514;154.8
4377906288063800514;109.35000000000001
4377906280163800514;100.35000000000001
4377906288663800514;12.0
3377906281518510514;9.9
4377906284759500514;4.5
4377906282959500514;17.400000000000002
4377906284769500514;6.6000000000000005
3377906280395510514;35.4
4377906283525800514;250.5
4377906288194800514;39.150000000000006
4377906285594800514;10.350000000000001
4377906289813600514;6.300000000000001
4377906284141600514;39.6
4377906289244800514;39.6
4377906281969500514;3.0
3377906285434510514;5.4
3377906289674510514;17.55
4377906284838500514;16.05
3377906287886510514;116.55000000000001
9377906286615510514;6.9
4377906286843600514;57.6
4377906288243600514;22.200000000000003
4377906286343600514;61.2
4377906286681600514;4.2
4377906288421600514;57.6
4377906289041600514;93.60000000000001
4377906286032600514;154.20000000000002
4377906281234600514;2.4000000000000004
4377906286334600514;24.75
